,SCAPN,SCSitus_NumNam_x,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39,Unnamed: 0.1,SID,SCSitus_NumNam_y,Building_age,Cap_rate_pro_forma,Cap_rate_actual,Land_value,Total_value,Assessed_yr,Floor_area_ratio,Num_floors,Price_per_sqft,Land_price_per_AC,Sale_date,Sale_price,Price,Concession_value,NOI
677,FL Hillsborough A-10-30-18-3ZR-000002-00001.0,FL Hillsborough3404 Marlin Ave,P3519,2,Tampa,FL,33611    ,Hillsborough,,,12.63,218,0.07045000000000001,0.1014,869.0,0.01,0.0,,Laundry Facilities,1964.0,,2017-12-11,13700000,9.14,,,,,,,,78.0,1.0,725.0,0.01,0.10300000000000001,140.0,1.0,950.0,0.01,0.1,,,,,,,,,,,40.7,41.0,3613.0,41.8,3361.0,2960.0,S2961,FL Hillsborough 3404 Marlin Ave,55.0,,,3270000.0,9412000.0,2017.0,0.348526434,2.0,71.45,1084718.92,2017-12-11,13700000.0,13700000.0,137000.0,828449.9777431563
678,FL Hillsborough 140495-0500,FL Hillsborough10921 McKinley Dr,P3522,4,Tampa,FL,33612,Hillsborough,,,1.8631,287,0.07045000000000001,0.0425,1388.0,0.006,0.871,,"Business Center, Clubhouse, Fitness Center, Property Manager on Site, Waterfront, Tanning Salon, Furnished Units Available, Gameroom, Grill, Media Center/Movie Theatre, Planned Social Activities, Recycling, Volleyball Court, Bicycle Storage, Community-Wide WiFi, Lounge, Multi Use Room, Online Services, Sundeck",2009.0,,2012-11-30,52950000,17.01,,Masonry,,,,,,22.0,2.0,617.0,0.003,0.0,2.0,1.0,1206.0,0.004,0.0,131.0,0.0,1392.0,0.006,0.046,132.0,0.0,1516.0,0.006,0.046,32.4,34.1,2534.0,35.2,2465.0,,,,,,,2557829.3079584776,,,,,,,,,52950000,317700.0,3731081.3475241004
679,FL Hillsborough U-20-28-17-ZZZ-000000-34510.0,FL Hillsborough12640 Memorial Hwy,P3523,2,Tampa,FL,336359642,Hillsborough,,,6.34,272,0.07045000000000001,0.0548,,0.0,0.037000000000000005,,,1999.0,,2011-06-15,7500000,11.42,,Masonry,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,37.7,1785.0,38.9,1689.0,,,,,,,2557829.3079584776,,,,,,,,,7500000,0.0,368362.17229615455
680,FL Pinellas 28-30-15-00000-310-0200,FL Pinellas7430 Mission Cir,P3525,2,Seminole,FL,33772,Pinellas,,,11.8457,206,0.07045000000000001,,,0.0,0.568,,,1978.0,,1998-08-05,5878000,11.85,,Reinforced Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,46.8,48.7,1960.0,48.9,2088.0,,,,,,,2169594.444055944,,,,,,,,,5878000,0.0,
681,FL Hillsborough A-22-28-19-440-000000-00013.0,FL Hillsborough5105 Mission Hills Ave,P3526,3,Tampa,FL,33617,Hillsborough,,,4.7601,122,0.07045000000000001,0.0246,863.0,0.004,1.025,,"Business Center, Controlled Access, Courtyard, Laundry Facilities, Picnic Area, Pool, Property Manager on Site, Gated, Package Service, Storage Space, Maintenance on site, Sundeck",1973.0,,2000-08-25,4400000,17.34,,Reinforced Concrete,,,,,,18.0,1.0,650.0,0.004,0.0,104.0,1.0,900.0,0.004,0.028999999999999998,,,,,,,,,,,34.2,35.6,4776.0,36.5,4830.0,,,,,,,2557829.3079584776,,,,,,,,,4400000,17600.0,134325.24631364085
682,FL Hillsborough U-04-28-19-1FL-000000-00007.0,FL Hillsborough14138 Monterey Pines Dr,P3527,3,Tampa,FL,33613,Hillsborough,,,17.05,275,0.07045000000000001,0.029500000000000002,917.0,0.004,1.193,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Breakfast/Coffee Concierge, Racquetball Court, Wi-Fi",1985.0,,2014-12-09,,18.94,,Reinforced Concrete,,,,,,132.0,1.0,627.0,0.011000000000000001,0.03,136.0,1.0,1170.0,0.0,0.028999999999999998,7.0,1.0,1464.0,0.0,0.0,,,,,,29.7,30.0,7782.0,30.7,6972.0,4172.0,S4173,FL Hillsborough 14138 Monterey Pines Dr,34.0,,,2557829.3079584776,13066600.0,2013.0,0.360846535,2.0,,,2014-12-09,,13066600.0,52266.4,766640.971802499
683,FL Hillsborough 037476-7474,FL Hillsborough8425 Montravail Cir,P3529,3,Temple Terrace,FL,33637,Hillsborough,,,11.92,235,0.07045000000000001,0.0285,1216.0,0.019,2.03,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Tennis Court, Basketball Court, Breakfast/Coffee Concierge, Package Service, Storage Space, Elevator, Maintenance on site, Sundeck",2005.0,,2008-08-27,21250050,22.71,,Masonry,,,,,,72.0,1.0,981.0,0.01,0.027999999999999997,127.0,1.0,1281.0,0.027999999999999997,0.032,36.0,1.0,1433.0,0.006999999999999999,0.027999999999999997,,,,,,33.4,33.8,1704.0,34.7,1502.0,,,,,,,2557829.3079584776,,,,,,,,,21250050,403750.95,1384777.3568521107
684,FL Hillsborough U-33-28-17-ZZZ-000000-39770.0,FL Hillsborough6359 Narragansett Bay Dr,P3533,3,Tampa,FL,336155817,Hillsborough,,,4.6,320,0.07045000000000001,0.0906,722.0,0.004,1.875,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Pool, Property Manager on Site, Spa, Tennis Court, Corporate Suites, Breakfast/Coffee Concierge, Grill, Guest Apartment, Package Service, Racquetball Court, Volleyball Court",1985.0,1998.0,2004-11-18,14679000,8.77,,Wood Frame,,,,,,224.0,2.0,626.0,0.0,0.08900000000000001,96.0,1.0,944.0,0.011000000000000001,0.094,,,,,,,,,,,35.4,36.7,2552.0,37.9,2335.0,,,,,,,2557829.3079584776,,,,,,,,,14679000,58716.0,943559.5089667093
685,FL Hillsborough U-05-28-19-ZZZ-000001-25930.0,FL Hillsborough2919 Network Pl,P3535,4,Lutz,FL,33559,Hillsborough,,,12.54,180,0.0625,0.021099999999999997,1243.0,0.004,3.111,,"Business Center, Fitness Center, Property Manager on Site, Security System, Gated, Basketball Court, Car Wash Area, Furnished Units Available, Gameroom, Planned Social Activities, Trash Pickup - Door to Door, Wi-Fi, Online Services, Sundeck",2000.0,,2017-11-16,26000000,19.13,,Wood Frame,,,,,,,,,,,80.0,1.0,930.0,0.004,0.025,,,,,,100.0,0.0,1494.0,0.004,0.02,31.4,31.8,10043.0,32.6,9062.0,1934.0,S1935,FL Hillsborough 2919 Network Pl,19.0,,0.0625,1080000.0,13056400.0,2017.0,0.4097085170000001,3.0,116.18,2073365.23,2017-11-16,26000000.0,26000000.0,104000.0,1597711.7172336297
686,FL Hillsborough U-05-28-19-ZZZ-000001-25930.0,FL Hillsborough2919 Network Pl,P3535,4,Lutz,FL,33559,Hillsborough,,,12.54,180,0.06,0.021099999999999997,1243.0,0.004,3.111,,"Business Center, Fitness Center, Property Manager on Site, Security System, Gated, Basketball Court, Car Wash Area, Furnished Units Available, Gameroom, Planned Social Activities, Trash Pickup - Door to Door, Wi-Fi, Online Services, Sundeck",2000.0,,2017-11-16,26000000,19.13,,Wood Frame,,,,,,,,,,,80.0,1.0,930.0,0.004,0.025,,,,,,100.0,0.0,1494.0,0.004,0.02,31.4,31.8,10043.0,32.6,9062.0,2009.0,S2010,FL Hillsborough 2919 Network Pl,19.0,,0.06,2557829.3079584776,11090200.0,2014.0,0.4097085170000001,3.0,71.49,1275917.07,2015-06-29,16000000.0,16000000.0,64000.0,827837.6152032806
687,FL Hillsborough 033580-5794,FL Hillsborough8702 New Tampa Blvd,P3537,4,Tampa,FL,33647,Hillsborough,,,39.66,396,0.07045000000000001,0.0909,1122.0,0.009000000000000001,1.848,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Tennis Court, Corporate Suites, Gated, Basketball Court, Car Wash Area, Furnished Units Available, Grill, Laundry Service, Media Center/Movie Theatre, Pet Play Area, Recycling, Wi-Fi",1999.0,,2007-07-11,43800000,28.65,,Masonry,,,,,,96.0,1.0,831.0,0.009000000000000001,0.094,252.0,1.0,1183.0,0.009000000000000001,0.091,48.0,1.0,1380.0,0.009000000000000001,0.083,,,,,,35.9,37.4,1593.0,38.4,1628.0,,,,,,,2557829.3079584776,,,,,,,,,43800000,394200.00000000006,3226578.2809969485
688,FL Pasco 36-26-19-0000-00100-0000,FL Pasco1945 Noor St,P3538,4,Wesley Chapel,FL,33544,Pasco,,,,264,0.07045000000000001,0.09960000000000001,937.0,0.083,1.3259999999999998,,"Business Center, Clubhouse, Fitness Center, Playground, Property Manager on Site, Gated, Cabana, Grill, Pet Play Area",2015.0,,2015-09-09,42300000,28.09,,Masonry,,,,,,143.0,2.0,713.0,0.083,0.098,91.0,1.0,1161.0,0.083,0.099,30.0,1.0,1322.0,0.083,0.1,,,,,,32.3,34.8,1902.0,36.4,1926.0,3777.0,S3778,FL Pasco 1945 Noor St,4.0,,,1839345.358974359,2122617.0,2014.0,,4.0,112.58,,2015-09-09,42300000.0,42300000.0,3510900.0,3440466.486517389
689,FL Hillsborough U-33-27-18-ZZZ-000000-71790.0,FL Hillsborough16297 Northdale Oaks Dr,P3539,3,Tampa,FL,33624,Hillsborough,,,18.3678,216,0.0591,0.0458,925.0,0.006,1.62,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Sauna, Spa, Breakfast/Coffee Concierge, Grill, Package Service, Wi-Fi, Storage Space, Lounge, Maintenance on site, Sundeck",1985.0,2016.0,2017-02-27,29750000,14.04,,Masonry,,,,,,116.0,1.0,771.0,0.006,0.043,100.0,1.0,1103.0,0.006,0.05,,,,,,,,,,,38.9,39.9,3836.0,40.6,3946.0,2802.0,S2803,FL Hillsborough 16297 Northdale Oaks Dr,34.0,0.061,0.0591,2160000.0,15760000.0,2016.0,0.24832739899999998,2.0,149.73,1619682.27,2017-02-27,29750000.0,29750000.0,178500.0,1719889.2789771536
690,FL Hillsborough U-33-27-18-ZZZ-000000-71790.0,FL Hillsborough16297 Northdale Oaks Dr,P3539,3,Tampa,FL,33624,Hillsborough,,,18.3678,216,0.0625,0.0458,925.0,0.006,1.62,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Sauna, Spa, Breakfast/Coffee Concierge, Grill, Package Service, Wi-Fi, Storage Space, Lounge, Maintenance on site, Sundeck",1985.0,2016.0,2017-02-27,29750000,14.04,,Masonry,,,,,,116.0,1.0,771.0,0.006,0.043,100.0,1.0,1103.0,0.006,0.05,,,,,,,,,,,38.9,39.9,3836.0,40.6,3946.0,2952.0,S2953,FL Hillsborough 16297 Northdale Oaks Dr,34.0,0.07,0.0625,1945395.0,9794100.0,2010.0,0.24832739899999998,2.0,70.46,762203.42,2012-04-25,14000000.0,14000000.0,84000.0,795077.3553762314
691,FL Hillsborough U-28-27-18-ZZZ-000000-67390.0,FL Hillsborough3831 Northgreen Ave,P3540,3,Tampa,FL,33624,Hillsborough,,,35.2,438,0.08,0.059800000000000006,886.0,0.006999999999999999,2.055,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Tennis Court, Gated, Grill, Volleyball Court, Maintenance on site",1985.0,,2017-08-16,,14.32,,Masonry,,,,,,170.0,2.0,695.0,0.006999999999999999,0.059000000000000004,268.0,1.0,1006.0,0.006999999999999999,0.06,,,,,,,,,,,37.4,38.4,2496.0,39.3,2434.0,5838.0,S5839,FL Hillsborough 3831 Northgreen Ave,34.0,,0.08,4427438.0,28250830.0,2008.0,0.255016592,2.0,60.1,667613.64,2009-08-11,23500000.0,23500000.0,164499.99999999997,1636848.500319081
692,FL Hillsborough U-28-27-18-ZZZ-000000-67390.0,FL Hillsborough3831 Northgreen Ave,P3540,3,Tampa,FL,33624,Hillsborough,,,35.2,438,0.07045000000000001,0.059800000000000006,886.0,0.006999999999999999,2.055,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Tennis Court, Gated, Grill, Volleyball Court, Maintenance on site",1985.0,,2017-08-16,,14.32,,Masonry,,,,,,170.0,2.0,695.0,0.006999999999999999,0.059000000000000004,268.0,1.0,1006.0,0.006999999999999999,0.06,,,,,,,,,,,37.4,38.4,2496.0,39.3,2434.0,5998.0,S5999,FL Hillsborough 3831 Northgreen Ave,34.0,,,4380000.0,30799300.0,2016.0,0.255016592,2.0,,,2017-08-16,,30799300.0,215595.09999999998,1995775.749622421
693,FL Hillsborough A-33-28-19-ZZZ-000005-70690.0,FL Hillsborough4101 Oak Knoll Ct,P3541,2,Tampa,FL,336102407,Hillsborough,,,15.51,260,0.08,0.06849999999999999,839.0,0.019,1.538,,"Fitness Center, Laundry Facilities, Playground, Tennis Court, Basketball Court, Pet Play Area",1974.0,2017.0,2016-11-14,9980000,14.65,,Masonry,,,,,,97.0,1.0,690.0,0.008,0.07200000000000001,130.0,1.0,875.0,0.008,0.069,33.0,1.0,1134.0,0.084,0.061,,,,,,35.9,37.1,2880.0,37.8,3050.0,3526.0,S3527,FL Hillsborough 4101 Oak Knoll Ct,45.0,,0.08,2557829.3079584776,,,0.322301903,2.0,45.83,643455.83,2016-11-14,9980000.0,9980000.0,189620.0,653723.3015172536
694,FL Hillsborough A-33-28-19-ZZZ-000005-70690.0,FL Hillsborough4101 Oak Knoll Ct,P3541,2,Tampa,FL,336102407,Hillsborough,,,15.51,260,0.11,0.06849999999999999,839.0,0.019,1.538,,"Fitness Center, Laundry Facilities, Playground, Tennis Court, Basketball Court, Pet Play Area",1974.0,2017.0,2016-11-14,9980000,14.65,,Masonry,,,,,,97.0,1.0,690.0,0.008,0.07200000000000001,130.0,1.0,875.0,0.008,0.069,33.0,1.0,1134.0,0.084,0.061,,,,,,35.9,37.1,2880.0,37.8,3050.0,3543.0,S3544,FL Hillsborough 4101 Oak Knoll Ct,45.0,,0.11,1560000.0,7488503.0,2012.0,0.322301903,2.0,40.41,567375.89,2013-12-31,8800000.0,8800000.0,167200.0,874709.6081588835
695,FL Hillsborough U-07-31-20-ZZZ-000003-13020.0,FL Hillsborough10306 Old Big Ben Rd,P3543,2,Riverview,FL,33578,Hillsborough,,,18.0,116,0.07045000000000001,0.049100000000000005,,0.0,,,,1982.0,,2005-04-01,3000000,29.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,32.6,1857.0,34.2,1912.0,,,,,,,2557829.3079584776,,,,,,,,,3000000,0.0,32759.412403328693
696,FL Pinellas 30-31-16-12186-000-0003,FL Pinellas880 Oleander Way,P3544,2,South Pasadena,FL,33707    ,Pinellas,,,2.39,210,0.07045000000000001,0.0286,514.0,0.005,0.0,,"Laundry Facilities, Property Manager on Site",1971.0,,2014-11-20,8750000,17.52,,Masonry,81.0,2.0,421.0,0.005,0.025,129.0,2.0,573.0,0.005,0.031,,,,,,,,,,,,,,,,51.4,51.5,1371.0,51.2,1377.0,,,,,,,2169594.444055944,,,,,,,,,8750000,43750.0,480411.5286352262
697,FL Hillsborough U-11-28-17-ZZZ-000000-28530.0,FL Hillsborough12780 Olive Jones Rd,P3545,4,Tampa,FL,33625-392,Hillsborough,,,61.32,400,0.07045000000000001,0.06,1005.0,0.018000000000000002,0.75,,"Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Breakfast/Coffee Concierge, Cabana, Gameroom, Grill, Package Service, Wi-Fi, Storage Space, Lounge, Maintenance on site, Sundeck",2014.0,,2017-02-28,73000000,,,Masonry,,,,,,156.0,2.0,785.0,0.038,0.057999999999999996,180.0,1.0,1067.0,0.006999999999999999,0.061,64.0,1.0,1368.0,0.006999999999999999,0.063,,,,,,34.8,36.0,2433.0,37.0,2511.0,,,,,,,2557829.3079584776,,,,,,,,,73000000,1314000.0000000002,5377895.984313114
698,FL Hillsborough T-24-28-19-ZZZ-000001-35280.0,FL Hillsborough8781 Orange Leaf Ct,P3546,3,Tampa,FL,33637,Hillsborough,,,14.5,192,0.0535,0.0516,1004.0,0.0,1.5,,"Fitness Center, Playground, Tennis Court",1985.0,,2018-07-31,22100000,18.23,,Reinforced Concrete,,,,,,20.0,1.0,840.0,0.0,0.05,152.0,1.0,1000.0,0.0,0.053,20.0,1.0,1200.0,0.0,0.05,,,,,,35.1,36.1,1183.0,36.9,1163.0,1956.0,S1957,FL Hillsborough 8781 Orange Leaf Ct,34.0,,0.0535,1152000.0,13090300.0,2017.0,0.305246826,2.0,114.63,1524137.93,2018-07-31,22100000.0,22100000.0,0.0,1181693.3783213834
700,FL Hillsborough U-34-27-18-ZZZ-000000-72940.0,FL Hillsborough3450 Palencia Dr,P3548,3,Tampa,FL,33618    ,Hillsborough,,,68.43,420,0.07045000000000001,0.059500000000000004,801.0,0.0,1.719,,"Fitness Center, Laundry Facilities, Picnic Area, Tennis Court, Car Wash Area, Grill, Online Services",1985.0,,2009-08-28,23300000,13.3,,Masonry,,,,,,228.0,1.0,669.0,0.006999999999999999,0.061,192.0,1.0,958.0,0.006999999999999999,0.063,,,,,,,,,,,41.7,42.0,1812.0,42.3,1923.0,,,,,,,2557829.3079584776,,,,,,,,,23300000,0.0,1553733.041206088
701,FL Hillsborough U-01-28-18-ZZZ-000000-77250.0,FL Hillsborough201 Palm Dr,P3549,2,Tampa,FL,336132143,Hillsborough,,,23.7633,206,0.07045000000000001,0.045599999999999995,,0.0,0.019,,,1980.0,,2018-09-14,11600000,15.78,,Wood Frame,206.0,,,,0.044000000000000004,,,,,,,,,,,,,,,,,,,,,40.4,40.9,2127.0,41.5,2174.0,,,,,,,2557829.3079584776,,,,,,,,,11600000,0.0,667456.962755999
702,FL Hillsborough A-23-27-19-1C2-000000-00001.0,FL Hillsborough16616 Palm Royal Dr,P3550,4,Tampa,FL,33647,Hillsborough,,,40.8885,390,0.07045000000000001,0.040999999999999995,1213.0,0.006,2.1,,"Business Center, Controlled Access, Fitness Center, Laundry Facilities, Picnic Area, Spa",1999.0,,2016-12-20,65500000,26.85,,Masonry,,,,,,114.0,1.0,930.0,0.006,0.044000000000000004,178.0,1.0,1178.0,0.006,0.039,88.0,1.0,1607.0,0.006,0.046,10.0,1.0,1610.0,0.006,0.0,31.7,32.5,2593.0,33.7,2432.0,5202.0,S5203,FL Hillsborough 16616 Palm Royal Dr,20.0,,,2557829.3079584776,,,0.26560507699999997,3.0,138.46,1601917.41,2016-12-20,65500000.0,65500000.0,393000.0,4652724.478888766
703,FL Hillsborough U-25-28-17-88Z-000040-07936.0,FL Hillsborough7417 Palmera Pointe Cir,P3551,3,Tampa,FL,336152438,Hillsborough,,,8.0,362,0.07045000000000001,0.043899999999999995,1105.0,0.087,1.094,,"24 Hour Access, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Tennis Court, Gated, Grill",1974.0,,2012-04-16,2800400,9.21,,Masonry,,,,,,91.0,1.0,701.0,0.105,0.044000000000000004,136.0,1.0,1062.0,0.083,0.044000000000000004,109.0,1.0,1398.0,0.083,0.046,26.0,1.0,1518.0,0.083,0.039,38.0,39.5,3992.0,40.3,4223.0,5492.0,S5493,FL Hillsborough 7417 Palmera Pointe Cir,45.0,,,2557829.3079584776,,,1.147842057,2.0,30.51,,2012-04-16,2800400.0,2800400.0,243634.8,35825.93548198437
706,FL Pinellas 28-30-15-00000-310-0300,FL Pinellas12100 Park Blvd,P3553,3,Seminole,FL,33772,Pinellas,,,12.39,416,0.07045000000000001,0.041100000000000005,978.0,0.006,1.202,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Tennis Court, Package Service, Maintenance on site, Sundeck",1970.0,2019.0,1999-12-16,6275000,11.4,,Masonry,16.0,2.0,538.0,0.006,0.063,138.0,1.0,742.0,0.006,0.044000000000000004,170.0,1.0,977.0,0.006,0.040999999999999995,92.0,1.0,1412.0,0.006,0.044000000000000004,,,,,,45.2,46.9,1996.0,47.0,2174.0,,,,,,,2169594.444055944,,,,,,,,,6275000,37650.0,304388.63689254224
707,FL Hillsborough U-33-28-17-ZZZ-000000-39710.0,FL Hillsborough10510 Parkers Landing Dr,P3556,4,Tampa,FL,33615,Hillsborough,,,29.5269,182,0.07045000000000001,0.1,1016.0,0.01,,,"Controlled Access, Fitness Center, Property Manager on Site, Storage Space, Lounge",1998.0,2017.0,2019-04-01,90201500,7.33,,,,,,,,53.0,2.0,787.0,0.01,0.094,116.0,2.0,1068.0,0.01,0.10300000000000001,13.0,2.0,1484.0,0.01,0.077,,,,,,35.2,36.8,3200.0,38.0,2964.0,,,,,,,2557829.3079584776,,,,,,,,,90201500,902015.0,6931159.507782584
708,FL Pasco 27-24-16-0000-00500-0000,FL Pasco7700 Parkway Blvd,P3557,2,Hudson,FL,346671238,Pasco,,,65.93,478,0.07045000000000001,0.0207,1022.0,0.004,,,"Fitness Center, Picnic Area, Pet Play Area, Planned Social Activities",1974.0,,2016-06-03,,41.28,,,,,,,,,,,,,478.0,1.0,1022.0,0.004,0.021,,,,,,,,,,,53.1,50.5,866.0,50.1,1017.0,6409.0,S6410,FL Pasco 7700 Parkway Blvd,45.0,,,13270887.0,13526884.0,2005.0,0.124829817,1.0,57.74,313969.36,2006-09-01,20700000.0,20700000.0,82800.0,540400.562493618
709,FL Pasco 27-24-16-0000-00500-0000,FL Pasco7700 Parkway Blvd,P3557,2,Hudson,FL,346671238,Pasco,,,65.93,478,0.07400000000000001,0.0207,1022.0,0.004,,,"Fitness Center, Picnic Area, Pet Play Area, Planned Social Activities",1974.0,,2016-06-03,,41.28,,,,,,,,,,,,,478.0,1.0,1022.0,0.004,0.021,,,,,,,,,,,53.1,50.5,866.0,50.1,1017.0,6410.0,S6411,FL Pasco 7700 Parkway Blvd,45.0,0.079,0.07400000000000001,1839345.358974359,15814498.0,2008.0,0.124829817,1.0,57.18,310935.84,2009-12-30,20500000.0,20500000.0,82000.0,1416273.300761664
710,FL Pinellas 30-31-16-00000-240-0400,FL Pinellas1375 Pasadena Ave,P3558,2,South Pasadena,FL,337073719,Pinellas,,,18.4,228,0.07045000000000001,0.0417,,0.0,,,,1955.0,,2010-04-30,9618128,19.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1,56.9,890.0,56.6,939.0,2795.0,S2796,FL Pinellas 1375 Pasadena Ave,64.0,,,4575300.0,5625000.0,2004.0,0.007495916999999999,1.0,5101.53,1665760.87,2005-08-26,30650000.0,30650000.0,0.0,1916897.2294688514
711,FL Hillsborough U-19-32-19-ZZZ-000001-79940.0,FL Hillsborough2550 Pier Dr,P3560,2,Ruskin,FL,335706114,Hillsborough,,,478.5876,728,0.07045000000000001,0.17859999999999998,,0.0,0.0,,,1985.0,,2015-01-06,47913046,27.98,,,,,,,,,,,,,28.0,,,,0.179,700.0,,,,0.179,,,,,,47.4,46.6,409.0,45.8,485.0,,,,,,,2557829.3079584776,,,,,,,,,47913046,0.0,3890035.324999179
712,FL Pinellas 12-32-16-71217-001-0010,FL Pinellas1175 Pinellas Point Dr,P3562,3,Saint Petersburg,FL,337056771,Pinellas,,,21.2287,368,0.0611,0.0788,844.0,0.008,1.359,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Tennis Court, Gated, Grill, Maid Service, Media Center/Movie Theatre, Package Service, Pet Play Area, Putting Greens, Elevator, House Sitter Services, Lounge, Maintenance on site, Pet Care, Sundeck",1970.0,2016.0,2017-05-25,37465000,,,Masonry,,,,,,154.0,1.0,649.0,0.008,0.078,154.0,1.0,915.0,0.008,0.078,60.0,1.0,1162.0,0.008,0.083,,,,,,41.1,42.0,1760.0,41.9,1862.0,5308.0,S5309,FL Pinellas 1175 Pinellas Point Dr,49.0,,0.0611,2169594.444055944,20350000.0,2016.0,0.34588990000000003,2.0,117.13,1764827.8,2017-05-25,37465000.0,37465000.0,299720.0,2360901.184833024
713,FL Pinellas 12-32-16-71217-001-0010,FL Pinellas1175 Pinellas Point Dr,P3562,3,Saint Petersburg,FL,337056771,Pinellas,,,21.2287,368,0.07045000000000001,0.0788,844.0,0.008,1.359,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Tennis Court, Gated, Grill, Maid Service, Media Center/Movie Theatre, Package Service, Pet Play Area, Putting Greens, Elevator, House Sitter Services, Lounge, Maintenance on site, Pet Care, Sundeck",1970.0,2016.0,2017-05-25,37465000,,,Masonry,,,,,,154.0,1.0,649.0,0.008,0.078,154.0,1.0,915.0,0.008,0.078,60.0,1.0,1162.0,0.008,0.083,,,,,,41.1,42.0,1760.0,41.9,1862.0,5414.0,S5415,FL Pinellas 1175 Pinellas Point Dr,49.0,,,2261212.0,7874200.0,2014.0,0.34588990000000003,2.0,70.35,1059885.91,2015-08-04,22500000.0,22500000.0,180000.0,1561554.075770734
714,FL Pinellas 12-32-16-71217-001-0010,FL Pinellas1175 Pinellas Point Dr,P3562,3,Saint Petersburg,FL,337056771,Pinellas,,,21.2287,368,0.08199999999999999,0.0788,844.0,0.008,1.359,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Tennis Court, Gated, Grill, Maid Service, Media Center/Movie Theatre, Package Service, Pet Play Area, Putting Greens, Elevator, House Sitter Services, Lounge, Maintenance on site, Pet Care, Sundeck",1970.0,2016.0,2017-05-25,37465000,,,Masonry,,,,,,154.0,1.0,649.0,0.008,0.078,154.0,1.0,915.0,0.008,0.078,60.0,1.0,1162.0,0.008,0.083,,,,,,41.1,42.0,1760.0,41.9,1862.0,5450.0,S5451,FL Pinellas 1175 Pinellas Point Dr,49.0,,0.08199999999999999,1026600.0,6800000.0,2004.0,0.34588990000000003,2.0,47.37,713656.51,2005-11-10,15150000.0,15150000.0,121200.0,1267973.512809379
715,FL Pinellas 12-32-16-71217-001-0010,FL Pinellas1175 Pinellas Point Dr,P3562,3,Saint Petersburg,FL,337056771,Pinellas,,,21.2287,368,0.1112,0.0788,844.0,0.008,1.359,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Tennis Court, Gated, Grill, Maid Service, Media Center/Movie Theatre, Package Service, Pet Play Area, Putting Greens, Elevator, House Sitter Services, Lounge, Maintenance on site, Pet Care, Sundeck",1970.0,2016.0,2017-05-25,37465000,,,Masonry,,,,,,154.0,1.0,649.0,0.008,0.078,154.0,1.0,915.0,0.008,0.078,60.0,1.0,1162.0,0.008,0.083,,,,,,41.1,42.0,1760.0,41.9,1862.0,5461.0,S5462,FL Pinellas 1175 Pinellas Point Dr,49.0,,0.1112,1084020.0,8183220.0,2003.0,0.34588990000000003,2.0,37.05,558206.58,2003-11-20,11850000.0,11850000.0,94800.0,1311027.7203647417
