,SCAPN,SCSitus_NumNam_x,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39,Unnamed: 0.1,SID,SCSitus_NumNam_y,Building_age,Cap_rate_pro_forma,Cap_rate_actual,Land_value,Total_value,Assessed_yr,Floor_area_ratio,Num_floors,Price_per_sqft,Land_price_per_AC,Sale_date,Sale_price,Price,Concession_value,NOI
3440,FL Escambia 28-1S-30-3103-005-003,FL Escambia200 Burgess Rd,P7340,2,Pensacola,FL,32503,Escambia,,N,9.57,158,0.07045000000000001,0.23420000000000002,1092.0,0.01,1.4180000000000001,,"Clubhouse, Laundry Facilities, Trash Pickup - Curbside",1971.0,,2018-03-02,7505490,2.12,,Wood Frame,,,,,,40.0,0.86,750.0,0.01,0.225,84.0,0.67,1101.0,0.01,0.226,34.0,0.63,1475.0,0.01,0.265,,,,,,35.5,36.1,1623.0,36.9,1562.0,,,,,,,525801.0754716981,,,,,,,,,7505490,75054.90000000001,649003.267743561
3441,FL Leon 21-34-81-000-219.1,FL Leon1817 Call St,P7343,2,Tallahassee,FL,32304,Leon,,N,5.29,192,0.07045000000000001,0.0104,588.0,0.0,1.3019999999999998,,"Clubhouse, Laundry Facilities, Property Manager on Site, Breakfast/Coffee Concierge, Furnished Units Available",1974.0,,2013-05-03,7410000,6.35,,Masonry,,,,,,168.0,1.56,550.0,0.0,0.012,24.0,1.49,850.0,0.0,0.0,,,,,,,,,,,24.3,25.8,7680.0,26.8,9391.0,2136.0,S2137,FL Leon 1817 Call St,45.0,,,1192590.561904762,4042968.0,2012.0,0.470724552,2.0,68.31,1400756.14,2013-05-03,7410000.0,7410000.0,0.0,442619.7402120145
3442,FL Leon 11-21-20-003-000.0,FL Leon1747 Capital Cir,P7346,3,Tallahassee,FL,32308,Leon,,N,17.9,184,0.0506,0.1467,977.0,0.01,1.304,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Basketball Court, Grill, Laundry Service, Volleyball Court, Wi-Fi, Maintenance on site, Sundeck",1991.0,,2018-04-26,19000000,12.03,,Wood Frame,,,,,,,,,,,49.0,0.99,879.0,0.01,0.14300000000000002,135.0,1.0,1012.0,0.01,0.14800000000000002,,,,,,40.0,39.2,1757.0,38.8,2172.0,1975.0,S1976,FL Leon 1747 Capital Cir,28.0,,0.0506,1380000.0,7557486.0,2017.0,0.237366347,2.0,102.66,1061452.51,2018-04-26,19000000.0,19000000.0,190000.0,1056118.5983827494
3443,FL Leon 11-21-20-003-000.0,FL Leon1747 Capital Cir,P7346,3,Tallahassee,FL,32308,Leon,,N,17.9,184,0.0583,0.1467,977.0,0.01,1.304,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Basketball Court, Grill, Laundry Service, Volleyball Court, Wi-Fi, Maintenance on site, Sundeck",1991.0,,2018-04-26,19000000,12.03,,Wood Frame,,,,,,,,,,,49.0,0.99,879.0,0.01,0.14300000000000002,135.0,1.0,1012.0,0.01,0.14800000000000002,,,,,,40.0,39.2,1757.0,38.8,2172.0,2094.0,S2095,FL Leon 1747 Capital Cir,28.0,,0.0583,1192590.561904762,4943578.0,2013.0,0.237366347,2.0,51.87,536312.85,2015-01-14,9600000.0,9600000.0,96000.0,580978.2845903579
3444,FL Leon 11-21-20-003-000.0,FL Leon1747 Capital Cir,P7346,3,Tallahassee,FL,32308,Leon,,N,17.9,184,0.10039999999999999,0.1467,977.0,0.01,1.304,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Basketball Court, Grill, Laundry Service, Volleyball Court, Wi-Fi, Maintenance on site, Sundeck",1991.0,,2018-04-26,19000000,12.03,,Wood Frame,,,,,,,,,,,49.0,0.99,879.0,0.01,0.14300000000000002,135.0,1.0,1012.0,0.01,0.14800000000000002,,,,,,40.0,39.2,1757.0,38.8,2172.0,2191.0,S2192,FL Leon 1747 Capital Cir,28.0,,0.10039999999999999,1192590.561904762,,2009.0,0.237366347,2.0,22.83,236033.52,2011-09-30,4225000.0,4225000.0,42250.0,361767.03103804274
3445,FL Leon 21-20-51-009-000.0,FL Leon1599 Capital Cir,P7347,2,Tallahassee,FL,32303,Leon,,N,42.17,299,0.07045000000000001,0.0635,,0.0,,,,1970.0,,2018-04-30,8100000,6.22,,,,,,,,,,,,,299.0,,,,0.064,,,,,,,,,,,27.6,30.0,836.0,31.0,1052.0,4565.0,S4566,FL Leon 1599 Capital Cir,49.0,,,2093000.0,2211276.0,2017.0,5.44e-07,1.0,8100000.0,192079.68,2018-04-30,8100000.0,8100000.0,0.0,451888.04057661514
3446,FL Leon 21-20-51-009-000.0,FL Leon1599 Capital Cir,P7347,2,Tallahassee,FL,32303,Leon,,N,42.17,299,0.07045000000000001,0.0635,,0.0,,,,1970.0,,2018-04-30,8100000,6.22,,,,,,,,,,,,,299.0,,,,0.064,,,,,,,,,,,27.6,30.0,836.0,31.0,1052.0,4580.0,S4581,FL Leon 1599 Capital Cir,49.0,,,1192590.561904762,2219249.0,2012.0,5.44e-07,1.0,5000000.0,118567.7,2013-05-01,5000000.0,5000000.0,0.0,286419.6421930695
3447,FL Leon 31-16-20-034-001.0,FL Leon3700 Capital Cir,P7348,3,Tallahassee,FL,32311,Leon,,N,24.78,300,0.065,0.0433,1139.0,0.015,2.02,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Tennis Court, Tanning Salon, Cabana, Package Service, Storage Space, Lounge, Maintenance on site, Sundeck",2003.0,,2014-07-31,,9.87,,Wood Frame,,,,,,84.0,1.1,994.0,0.0,0.036000000000000004,168.0,1.03,1141.0,0.0,0.042,48.0,0.98,1386.0,0.084,0.063,,,,,,32.9,35.5,380.0,36.5,487.0,4439.0,S4440,FL Leon 3700 Capital Cir,16.0,,0.065,3600000.0,15654186.0,2010.0,0.316523935,3.0,72.66,1001815.98,2011-03-29,24825000.0,24825000.0,372375.0,1467366.3374098463
3448,FL Leon 31-16-20-034-001.0,FL Leon3700 Capital Cir,P7348,3,Tallahassee,FL,32311,Leon,,N,24.78,300,0.07045000000000001,0.0433,1139.0,0.015,2.02,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Tennis Court, Tanning Salon, Cabana, Package Service, Storage Space, Lounge, Maintenance on site, Sundeck",2003.0,,2014-07-31,,9.87,,Wood Frame,,,,,,84.0,1.1,994.0,0.0,0.036000000000000004,168.0,1.03,1141.0,0.0,0.042,48.0,0.98,1386.0,0.084,0.063,,,,,,32.9,35.5,380.0,36.5,487.0,4626.0,S4627,FL Leon 3700 Capital Cir,16.0,,,3600000.0,20733793.0,2013.0,0.316523935,3.0,,,2014-07-31,,20733793.0,311006.89499999996,1284609.7549939898
3449,FL Escambia 29-2S-31-3500-001-025,FL Escambia531 Carrier Dr,P7354,3,Pensacola,FL,325066818,Escambia,,N,152.0,300,0.07045000000000001,0.05,1459.0,0.05,2.0,,"Playground, Property Manager on Site, Tennis Court, Waterfront, Basketball Court, Furnished Units Available, Storage Space, Maintenance on site",1994.0,,2018-11-30,28868308,2.12,,Wood Frame,,,,,,,,,,,200.0,0.85,1326.0,0.076,0.05,100.0,0.74,1726.0,0.006,0.05,,,,,,30.7,33.1,830.0,34.5,838.0,,,,,,,525801.0754716981,,,,,,,,,28868308,1443415.4000000001,2208861.2923821253
3450,FL Leon 21-34-81-000-213.5,FL Leon415 Chapel Dr,P7357,4,Tallahassee,FL,32304,Leon,,N,3.4081,292,0.07045000000000001,,702.0,0.0,2.055,,"Clubhouse, Property Manager on Site, Furnished Units Available",2008.0,,2014-01-29,15337700,6.18,,Wood Frame,,,,,,141.0,1.6,540.0,0.0,0.0,151.0,1.44,854.0,0.0,0.0,,,,,,,,,,,24.5,26.0,7171.0,27.0,8964.0,1041.0,S1042,FL Leon 415 Chapel Dr,11.0,,,1728000.0,9883222.0,2013.0,1.167403136,4.0,88.5,4500366.77,2014-01-29,15337700.0,15337700.0,0.0,
3451,FL Leon 21-34-81-000-213.5,FL Leon415 Chapel Dr,P7357,4,Tallahassee,FL,32304,Leon,,N,3.4081,292,0.07045000000000001,,702.0,0.0,2.055,,"Clubhouse, Property Manager on Site, Furnished Units Available",2008.0,,2014-01-29,15337700,6.18,,Wood Frame,,,,,,141.0,1.6,540.0,0.0,0.0,151.0,1.44,854.0,0.0,0.0,,,,,,,,,,,24.5,26.0,7171.0,27.0,8964.0,1066.0,S1067,FL Leon 415 Chapel Dr,11.0,,,1192590.561904762,11877416.0,2011.0,1.167403136,4.0,72.83,3703676.54,2012-05-24,12622500.0,12622500.0,0.0,
3452,FL Leon 21-34-81-000-216.0,FL Leon415 Chapel Dr,P7358,3,Tallahassee,FL,323043331,Leon,,N,2.35,301,0.0753,,696.0,0.0,0.415,,Laundry Facilities,1972.0,2003.0,2016-05-26,5900000,6.22,,Masonry,,,,,,151.0,,540.0,,,150.0,,854.0,,,,,,,,,,,,,24.2,25.9,7489.0,26.8,9506.0,1201.0,S1202,FL Leon 415 Chapel Dr,47.0,0.07339999999999999,0.0753,950095.0,2912886.0,2007.0,2.421389915,4.0,30.26,3191489.36,2008-02-28,7500000.0,7500000.0,0.0,
3453,FL Leon 21-34-81-000-216.0,FL Leon415 Chapel Dr,P7358,3,Tallahassee,FL,323043331,Leon,,N,2.35,301,0.07045000000000001,,696.0,0.0,0.415,,Laundry Facilities,1972.0,2003.0,2016-05-26,5900000,6.22,,Masonry,,,,,,151.0,,540.0,,,150.0,,854.0,,,,,,,,,,,,,24.2,25.9,7489.0,26.8,9506.0,1252.0,S1253,FL Leon 415 Chapel Dr,47.0,,,1850095.0,4438541.0,2015.0,2.421389915,4.0,23.8,2510638.3,2016-05-26,5900000.0,5900000.0,0.0,
3454,FL Leon 21-34-81-000-214.0,FL Leon500 Chapel Dr,P7359,3,Tallahassee,FL,32304,Leon,,N,3.1639,237,0.07045000000000001,0.1013,631.0,0.0,1.266,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Furnished Units Available, Package Service, Elevator, Lounge, Maintenance on site, Sundeck",1966.0,,2012-03-08,,6.27,,Masonry,144.0,2.81,245.0,0.0,0.10400000000000001,3.0,2.0,523.0,0.0,0.0,44.0,1.82,892.0,0.0,0.091,,,,,,46.0,1.68,1596.0,0.0,0.109,24.4,25.9,7459.0,26.9,9253.0,6552.0,S6553,FL Leon 500 Chapel Dr,53.0,,,734371.0,12133629.0,2008.0,1.590201641,4.0,,,2008-07-10,,12133629.0,0.0,893599.3391565596
3455,FL Volusia 8022-00-00-0031,FL Volusia830 Charles Richard Beall Blvd,P7360,2,Debary,FL,327132134,Volusia,,N,27.6746,235,0.07045000000000001,0.017,,0.0,,,,1989.0,,2018-10-31,,14.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,48.0,954.0,47.8,1110.0,3157.0,S3158,FL Volusia 830 Charles Richard Beall Blvd,30.0,,,4277000.0,4602935.0,2017.0,0.136457335,1.0,,,2018-10-31,,4602935.0,0.0,23359.227619532052
3456,FL Volusia 5331-00-04-0226,FL Volusia1756 Clyde Morris Blvd,P7365,3,Daytona Beach,FL,32119,Volusia,,N,8.956,108,0.056799999999999996,0.009300000000000001,900.0,0.003,1.278,,"Business Center, Fitness Center, Laundry Facilities, Property Manager on Site, Tennis Court, Basketball Court, Car Wash Area, Wi-Fi",1985.0,,2018-09-13,11700000,3.04,,Wood Frame,,,,,,36.0,1.41,700.0,0.004,0.027999999999999997,72.0,1.15,1000.0,0.003,0.0,,,,,,,,,,,44.7,44.5,1916.0,44.3,1990.0,34.0,S35,FL Volusia 1756 Clyde Morris Blvd,34.0,,0.056799999999999996,864000.0,4492772.0,2017.0,0.303524786,2.0,98.81,1306386.78,2018-09-13,11700000.0,11700000.0,35100.0,623274.9369132936
3457,FL Volusia 6306-08-00-001A,FL Volusia3780 Clyde Morris Blvd,P7366,3,Port Orange,FL,32129,Volusia,,N,13.9217,172,0.065,0.04650000000000001,1022.0,0.01,,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Gated, Car Wash Area, Package Service, Maintenance on site, Sundeck",1989.0,,2016-07-22,15500000,4.47,,Wood Frame,,,,,,,,,,,134.0,1.18,1000.0,0.013999999999999999,0.045,38.0,1.38,1100.0,0.0,0.053,,,,,,46.6,46.8,1544.0,46.5,1673.0,1524.0,S1525,FL Volusia 3780 Clyde Morris Blvd,30.0,0.065,,1290000.0,9197975.0,2015.0,0.289893788,2.0,88.17,1113369.78,2016-07-22,15500000.0,15500000.0,155000.0,979260.6187729418
3458,FL Escambia 33-1S-30-4000-001-001,FL Escambia700 College Blvd,P7368,2,Pensacola,FL,32504,Escambia,,N,8.11,168,0.07045000000000001,0.0833,808.0,0.009000000000000001,1.47,,"24 Hour Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Tennis Court, Car Wash Area, Grill, Laundry Service, Media Center/Movie Theatre, Package Service, Planned Social Activities, Racquetball Court",1986.0,,2018-02-27,12915000,2.12,,Wood Frame,,,,,,120.0,1.19,732.0,0.009000000000000001,0.083,48.0,1.05,999.0,0.009000000000000001,0.083,,,,,,,,,,,37.1,37.4,1272.0,38.1,1224.0,1880.0,S1881,FL Escambia 700 College Blvd,33.0,,,681435.0,7182361.0,2017.0,0.393035375,2.0,,,2018-02-27,,12915000,116235.00000000001,949103.7525908151
3459,FL Leon 21-34-81-000-207.0,FL Leon446 Conradi St,P7370,4,Tallahassee,FL,323043454,Leon,,N,4.5182,225,0.07719999999999999,0.0178,1243.0,0.008,2.542,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Property Manager on Site, Furnished Units Available, Grill, Media Center/Movie Theatre, Renters Insurance Program, Wi-Fi, Lounge, Roommate Matching, Study Lounge",2018.0,,,,6.59,,,6.0,2.62,484.0,0.008,0.0,12.0,2.42,574.0,0.008,0.0,32.0,2.09,864.0,0.008,0.031,45.0,2.12,1190.0,0.008,0.022000000000000002,130.0,2.05,1451.0,0.008,0.015,24.5,26.1,7440.0,27.0,9495.0,1581.0,S1582,FL Leon 446 Conradi St,47.0,0.0729,0.07719999999999999,1360000.0,3936046.0,2007.0,1.178386339,3.0,49.73,2552719.2,2008-02-28,11500000.0,11500000.0,92000.0,804225.615964162
3460,FL Leon 21-34-81-000-207.0,FL Leon446 Conradi St,P7370,4,Tallahassee,FL,323043454,Leon,,N,4.5182,225,0.07045000000000001,0.0178,1243.0,0.008,2.542,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Property Manager on Site, Furnished Units Available, Grill, Media Center/Movie Theatre, Renters Insurance Program, Wi-Fi, Lounge, Roommate Matching, Study Lounge",2018.0,,,,6.59,,,6.0,2.62,484.0,0.008,0.0,12.0,2.42,574.0,0.008,0.0,32.0,2.09,864.0,0.008,0.031,45.0,2.12,1190.0,0.008,0.022000000000000002,130.0,2.05,1451.0,0.008,0.015,24.5,26.1,7440.0,27.0,9495.0,1619.0,S1620,FL Leon 446 Conradi St,47.0,,,2040000.0,6025038.0,2015.0,1.178386339,3.0,41.95,2153163.15,2016-05-26,9700000.0,9700000.0,77600.0,554992.7916921198
3461,FL Leon 21-34-81-000-207.0,FL Leon446 Conradi St,P7371,3,Tallahassee,FL,323043454,Leon,,N,4.505,320,0.07719999999999999,,721.0,0.0,1.6569999999999998,,"Business Center, Clubhouse, Fitness Center, Property Manager on Site, Package Service, Elevator, Maintenance on site, Sundeck",1972.0,,2016-05-26,9700000,6.59,,Masonry,,,,,,241.0,,544.0,,,62.0,,990.0,,,17.0,,990.0,,,,,,,,24.5,26.1,7469.0,27.1,9542.0,1581.0,S1582,FL Leon 446 Conradi St,47.0,0.0729,0.07719999999999999,1360000.0,3936046.0,2007.0,1.178386339,3.0,49.73,2552719.2,2008-02-28,11500000.0,11500000.0,0.0,
3462,FL Leon 21-34-81-000-207.0,FL Leon446 Conradi St,P7371,3,Tallahassee,FL,323043454,Leon,,N,4.505,320,0.07045000000000001,,721.0,0.0,1.6569999999999998,,"Business Center, Clubhouse, Fitness Center, Property Manager on Site, Package Service, Elevator, Maintenance on site, Sundeck",1972.0,,2016-05-26,9700000,6.59,,Masonry,,,,,,241.0,,544.0,,,62.0,,990.0,,,17.0,,990.0,,,,,,,,24.5,26.1,7469.0,27.1,9542.0,1619.0,S1620,FL Leon 446 Conradi St,47.0,,,2040000.0,6025038.0,2015.0,1.178386339,3.0,41.95,2153163.15,2016-05-26,9700000.0,9700000.0,0.0,
3463,FL Leon 21-27-20-419-000.0,FL Leon2060 Continental Ave,P7372,3,Tallahassee,FL,32304,Leon,,N,9.4,144,0.07045000000000001,0.0694,1113.0,0.013999999999999999,1.25,,"Laundry Facilities, Property Manager on Site, Tennis Court, Racquetball Court, Maintenance on site, Sundeck",1969.0,,2018-08-22,10200000,6.49,,Masonry,1.0,1.14,600.0,0.006999999999999999,0.0,45.0,0.98,875.0,0.008,0.067,74.0,0.78,1155.0,0.008,0.068,24.0,0.78,1450.0,0.038,0.083,,,,,,26.7,27.8,5556.0,28.6,6407.0,1154.0,S1155,FL Leon 2060 Continental Ave,50.0,,,759500.0,4510202.0,2015.0,0.344987594,2.0,60.88,914893.62,2016-06-20,8600000.0,8600000.0,120399.99999999999,602670.7554266066
3464,FL Volusia 7022-00-00-0390,FL Volusia917 Country Club Park,P7376,3,Deland,FL,32724,Volusia,,N,18.3097,160,0.07045000000000001,,888.0,0.0,2.938,,"Fitness Center, Laundry Facilities, Picnic Area, Playground, Pool, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Package Service, Volleyball Court",1991.0,,2014-01-28,8900000,19.49,,Wood Frame,,,,,,40.0,1.32,682.0,0.0,0.0,88.0,1.1,925.0,0.0,0.0,32.0,1.08,1046.0,0.0,0.0,,,,,,38.8,39.3,1354.0,39.5,1478.0,1644.0,S1645,FL Volusia 917 Country Club Park,28.0,,,777600.0,4792267.0,2012.0,0.182042955,2.0,61.3,486081.15,2014-01-28,8900000.0,8900000.0,0.0,
3465,FL Escambia 14-1S-30-5201-010-001,FL Escambia110 Creekside Ct,P7377,3,Pensacola,FL,32514,Escambia,,N,12.67,217,0.07045000000000001,,956.0,0.003,1.8940000000000001,,"Laundry Facilities, Tennis Court, Trash Pickup - Curbside, Trash Pickup - Door to Door",1985.0,,2018-10-31,15160587,2.12,,Wood Frame,,,,,,50.0,0.79,772.0,0.003,0.0,150.0,0.68,1006.0,0.002,0.0,16.0,0.94,1056.0,0.003,0.0,1.0,1.1,1200.0,0.003,0.0,39.2,37.3,1705.0,37.2,1583.0,,,,,,,525801.0754716981,,,,,,,,,15160587,45481.761,
3466,FL Escambia 09-1S-29-4001-000-000,FL Escambia3500 Creighton Rd,P7378,3,Pensacola,FL,32504,Escambia,,N,10.37,152,0.07045000000000001,0.09210000000000002,895.0,0.0,1.5530000000000002,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Tennis Court, Grill, Laundry Service, Recycling, Volleyball Court, Wi-Fi",1982.0,2002.0,2014-01-17,8500000,2.12,,Wood Frame,,,,,,64.0,1.23,750.0,0.0,0.094,88.0,1.1,1000.0,0.0,0.091,,,,,,,,,,,40.5,40.5,2044.0,40.9,2080.0,,,,,,,525801.0754716981,,,,,,,,,8500000,0.0,618771.1358442769
3467,FL Volusia 4231-00-00-0043,FL Volusia600 Crowne Commerce Ct,P7380,4,Ormond Beach,FL,32174,Volusia,,N,34.1625,272,0.0633,0.011000000000000001,1131.0,0.004,1.426,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Gated, Car Wash Area, Grill, Package Service, Wi-Fi",2003.0,,2016-10-31,36500000,7.58,,Wood Frame,,,,,,88.0,1.3,862.0,0.004,0.011000000000000001,152.0,1.05,1230.0,0.004,0.013000000000000001,32.0,1.11,1401.0,0.004,0.0,,,,,,50.2,48.1,518.0,47.0,593.0,3805.0,S3806,FL Volusia 600 Crowne Commerce Ct,16.0,,0.0633,2040000.0,20223897.0,2016.0,0.20672554199999998,2.0,118.65,1068422.98,2016-10-31,36500000.0,36500000.0,146000.0,2214923.9635995952
3468,FL Volusia 4231-00-00-0043,FL Volusia600 Crowne Commerce Ct,P7380,4,Ormond Beach,FL,32174,Volusia,,N,34.1625,272,0.0745,0.011000000000000001,1131.0,0.004,1.426,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Gated, Car Wash Area, Grill, Package Service, Wi-Fi",2003.0,,2016-10-31,36500000,7.58,,Wood Frame,,,,,,88.0,1.3,862.0,0.004,0.011000000000000001,152.0,1.05,1230.0,0.004,0.013000000000000001,32.0,1.11,1401.0,0.004,0.0,,,,,,50.2,48.1,518.0,47.0,593.0,3895.0,S3896,FL Volusia 600 Crowne Commerce Ct,16.0,,0.0745,1904000.0,13657162.0,2013.0,0.20672554199999998,2.0,82.24,740578.12,2014-05-29,25300000.0,25300000.0,101200.0,1770011.526794742
3469,FL Escambia 34-1S-30-3102-000-000,FL Escambia6115 Davis Hwy,P7381,3,Pensacola,FL,325046963,Escambia,,N,16.0,194,0.0708,0.067,1067.0,0.008,1.1079999999999999,,"Fitness Center, Playground, Maintenance on site",1970.0,,2014-11-21,11665000,2.12,,Wood Frame,,,,,,54.0,1.0,750.0,0.008,0.07400000000000001,110.0,0.79,1110.0,0.008,0.064,30.0,0.71,1481.0,0.008,0.067,,,,,,38.1,37.9,1100.0,38.3,1090.0,2063.0,S2064,FL Escambia 6115 Davis Hwy,49.0,,0.0708,1123470.0,6241626.0,2013.0,0.302232553,2.0,55.38,729062.5,2014-11-21,11665000.0,11665000.0,93320.0,807017.5562700965
3470,FL Escambia 14-1S-30-1208-000-000,FL Escambia8917 Davis Hwy,P7382,3,Pensacola,FL,32514,Escambia,,N,20.11,200,0.07045000000000001,0.05,1085.0,0.0,2.175,,"Business Center, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Gated, Grill, Recycling, Wi-Fi",1999.0,,2013-11-15,17715689,2.12,,Wood Frame,,,,,,40.0,1.37,815.0,0.0,0.05,128.0,1.18,1127.0,0.0,0.047,32.0,1.18,1257.0,0.0,0.063,,,,,,39.7,37.8,1446.0,37.7,1359.0,,,,,,,525801.0754716981,,,,,,,,,17715689,0.0,1274765.899245283
3471,FL Escambia 16-1S-30-2330-000-004,FL Escambia8990 Davis Hwy,P7383,3,Pensacola,FL,32514,Escambia,,N,12.21,176,0.07045000000000001,0.017,1055.0,0.004,1.8980000000000001,,"Business Center, Fitness Center, Laundry Facilities, Picnic Area, Gated, Car Wash Area, Furnished Units Available, Grill, Laundry Service",1996.0,,2013-11-15,14792511,2.12,,Wood Frame,,,,,,48.0,1.27,815.0,0.004,0.021,104.0,1.1,1127.0,0.004,0.019,24.0,1.09,1223.0,0.004,0.0,,,,,,39.5,36.5,1830.0,36.0,1803.0,,,,,,,525801.0754716981,,,,,,,,,14792511,59170.044,1026712.3537973745
3472,FL Volusia 4244-01-19-0030,FL Volusia875 Derbyshire Rd,P7386,2,Daytona Beach,FL,32117,Volusia,,N,,288,0.07045000000000001,0.0034999999999999996,890.0,0.003,1.4169999999999998,,"Business Center, Clubhouse, Laundry Facilities, Picnic Area, Property Manager on Site, Tennis Court, Grill, Laundry Service, Package Service, Maintenance on site, Sundeck",1974.0,,2017-03-21,15100000,5.65,,Wood Frame,56.0,1.45,580.0,0.003,0.0,34.0,1.39,645.0,0.005,0.028999999999999998,102.0,1.09,954.0,0.003,0.0,96.0,1.07,1090.0,0.003,0.0,,,,,,39.3,40.9,1938.0,41.4,2103.0,,,,,,,1539960.375,,,,,,,,,15100000,45300.0,961862.6960173107
3473,FL Leon 21-27-50-00C-006.0,FL Leon228 Dixie Dr,P7387,4,Tallahassee,FL,323046001,Leon,,N,29.2981,216,0.07045000000000001,0.20370000000000002,1396.0,0.055999999999999994,1.7590000000000001,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Property Manager on Site, Gated, Tanning Salon, Car Wash Area, Furnished Units Available, Gameroom, Grill, Planned Social Activities, Trash Pickup - Curbside, Volleyball Court",2000.0,,2016-11-15,23321060,5.21,,Wood Frame,,,,,,,,,,,64.0,1.13,1150.0,0.047,0.203,,,,,,152.0,1.36,1500.0,0.059000000000000004,0.204,25.1,26.4,5911.0,27.4,6924.0,,,,,,,1192590.561904762,,,,,,,,,23321060,1305979.3599999999,2073285.0908273386
3474,FL Leon P7388,FL Leon600 Dixie Dr,P7388,4,Tallahassee,FL,32304,Leon,,N,,156,0.07045000000000001,0.16670000000000001,1760.0,0.155,1.923,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Tanning Salon, Basketball Court, Furnished Units Available, Grill, Package Service, Wi-Fi, Lounge, Maintenance on site, Sundeck",2001.0,,2017-11-29,23750000,5.71,,Wood Frame,,,,,,,,,,,,,,,,,,,,,156.0,1.1,1760.0,0.155,0.16699999999999998,25.5,26.5,5450.0,27.5,6392.0,,,,,,,1192590.561904762,,,,,,,,,23750000,3681250.0,2218305.001096616
3475,FL Volusia 6317-00-00-0074,FL Volusia1645 Dunlawton Ave,P7392,3,Port Orange,FL,32129,Volusia,,N,21.06,296,0.07045000000000001,0.0101,903.0,0.0,2.0269999999999997,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Tennis Court, Basketball Court, Pet Play Area",1988.0,2011.0,2017-09-29,30250000,8.18,,Masonry,,,,,,120.0,1.49,733.0,0.0,0.008,176.0,1.33,1019.0,0.0,0.011000000000000001,,,,,,,,,,,44.1,44.6,1557.0,44.6,1627.0,4402.0,S4403,FL Volusia 1645 Dunlawton Ave,31.0,,,2368000.0,11619169.0,2016.0,0.291432166,2.0,113.15,1436372.27,2017-09-29,30250000.0,30250000.0,0.0,1984328.61905243
3476,FL Volusia 5214-08-00-0010,FL Volusia1690 Dunn Ave,P7393,3,Daytona Beach,FL,32114,Volusia,,N,16.8831,208,0.07045000000000001,0.057699999999999994,724.0,0.006999999999999999,0.0,,"Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Tennis Court, Package Service, Storage Space, Maintenance on site, Sundeck",1986.0,,2018-04-30,20500000,4.38,,,,,,,,156.0,1.45,655.0,0.006999999999999999,0.057999999999999996,52.0,1.24,928.0,0.006999999999999999,0.057999999999999996,,,,,,,,,,,33.2,34.5,2438.0,35.6,2515.0,2377.0,S2378,FL Volusia 1690 Dunn Ave,33.0,,,1664000.0,9855148.0,2017.0,0.335410585,2.0,83.11,1214231.98,2018-04-30,20500000.0,20500000.0,143499.99999999997,1418980.977395734
